timestamp,source_ip,dest_ip,protocol,action,threat_label,iso_is_anomaly,ae_is_anomaly,dbscan_is_anomaly,ensemble_anomaly,risk_score
2024-01-28,240.226.147.148,192.168.1.149,TCP,allowed,suspicious,1,1,1,1,90
2024-12-18,44.137.187.63,192.168.1.44,TCP,blocked,benign,1,1,0,1,75
2024-04-22,242.3.175.185,192.168.1.250,ICMP,allowed,benign,1,1,1,1,95
2024-01-22,161.41.203.175,192.168.1.247,TCP,blocked,malicious,1,1,1,1,95
2024-12-23,103.172.167.96,192.168.1.121,FTP,blocked,malicious,1,1,1,1,95
2024-04-01,56.60.130.155,192.168.1.209,FTP,allowed,benign,1,1,1,1,95
2024-09-07,30.175.227.138,192.168.1.154,UDP,blocked,suspicious,1,1,1,1,95
2024-12-19,21.219.60.222,192.168.1.11,SSH,blocked,benign,1,1,1,1,90
2024-01-21,169.122.243.141,192.168.1.90,SSH,blocked,benign,1,1,1,1,95
2024-03-05,192.168.1.34,192.168.1.207,FTP,allowed,suspicious,1,1,1,1,95
2024-10-23,109.9.8.24,192.168.1.192,FTP,blocked,malicious,1,1,1,1,90
2024-03-01,254.237.164.177,192.168.1.93,HTTP,blocked,suspicious,1,1,1,1,95
2024-07-02,13.221.29.40,192.168.1.91,SSH,allowed,suspicious,1,1,1,1,95
2024-02-13,57.115.151.72,192.168.1.46,TCP,blocked,suspicious,1,1,1,1,95
2024-11-05,109.9.8.24,192.168.1.83,UDP,blocked,suspicious,1,1,1,1,90
2024-10-29,64.224.237.20,192.168.1.36,HTTP,blocked,suspicious,1,1,1,1,95
2024-03-17,144.138.68.192,192.168.1.98,HTTP,blocked,suspicious,1,1,1,1,95
2024-11-22,143.57.176.84,192.168.1.38,UDP,allowed,malicious,1,1,1,1,95
2024-07-19,242.3.175.185,192.168.1.17,SSH,allowed,suspicious,1,1,1,1,95
2024-01-25,238.139.194.187,192.168.1.180,FTP,allowed,malicious,1,1,1,1,95
2024-07-25,93.225.253.213,192.168.1.61,FTP,allowed,suspicious,1,1,1,1,90
2024-05-13,177.52.183.80,192.168.1.208,SSH,blocked,suspicious,1,1,1,1,100
2024-01-12,61.72.172.125,192.168.1.148,TCP,blocked,malicious,1,1,1,1,90
2024-11-30,62.225.146.243,192.168.1.50,TCP,allowed,benign,1,1,1,1,90
2024-03-30,249.129.196.46,192.168.1.47,TCP,blocked,suspicious,1,1,1,1,100
2024-12-30,59.211.9.207,192.168.1.43,HTTPS,allowed,suspicious,1,1,1,1,100
2024-10-06,207.41.179.109,192.168.1.61,UDP,blocked,suspicious,1,1,1,1,90
2024-07-26,138.32.250.237,192.168.1.219,HTTP,blocked,suspicious,1,1,1,1,95
2024-08-25,24.98.25.92,192.168.1.252,HTTPS,allowed,suspicious,1,1,1,1,95
2024-08-03,109.153.17.99,192.168.1.148,HTTP,allowed,malicious,1,1,1,1,95
2024-07-02,138.32.250.237,192.168.1.179,HTTPS,allowed,suspicious,1,1,1,1,95
2024-10-31,19.182.162.16,192.168.1.26,HTTPS,blocked,benign,1,1,1,1,95
2024-06-28,245.200.237.136,192.168.1.102,TCP,allowed,suspicious,1,1,1,1,100
2024-03-23,62.225.146.243,192.168.1.5,HTTP,blocked,benign,1,1,1,1,100
2024-05-26,192.168.1.68,192.168.1.49,SSH,blocked,benign,1,1,1,1,90
2024-12-08,208.223.2.195,192.168.1.117,HTTPS,blocked,benign,1,1,1,1,95
2024-12-30,246.196.87.27,192.168.1.104,TCP,blocked,suspicious,1,1,1,1,95
2024-11-21,13.221.29.40,192.168.1.194,HTTP,allowed,suspicious,1,1,1,1,95
2024-12-22,209.18.251.195,192.168.1.128,TCP,blocked,suspicious,1,1,1,1,95
2024-04-29,59.151.57.2,192.168.1.9,HTTPS,blocked,suspicious,1,1,1,1,100
2024-12-08,30.175.227.138,192.168.1.116,SSH,blocked,benign,1,1,1,1,95
2024-02-21,61.72.172.125,192.168.1.224,HTTP,allowed,suspicious,1,1,1,1,90
2024-01-07,192.168.1.236,192.168.1.240,ICMP,allowed,suspicious,1,1,1,1,95
2024-01-31,21.219.60.222,192.168.1.242,HTTP,blocked,suspicious,1,1,1,1,95
2024-03-01,44.137.187.63,192.168.1.90,HTTP,blocked,suspicious,1,1,1,1,95
2024-04-02,164.29.7.190,192.168.1.78,HTTPS,blocked,malicious,1,1,1,1,100
2024-08-27,122.63.201.122,192.168.1.75,SSH,blocked,benign,1,1,1,1,95
2024-09-01,114.207.221.220,192.168.1.9,ICMP,allowed,benign,1,1,1,1,95
2024-11-21,21.219.60.222,192.168.1.237,ICMP,blocked,benign,1,1,1,1,95
2024-05-31,240.226.147.148,192.168.1.37,UDP,blocked,suspicious,1,1,1,1,90
2024-03-01,192.168.1.253,192.168.1.5,SSH,allowed,benign,1,1,1,1,95
2024-05-29,69.180.240.175,192.168.1.26,HTTPS,blocked,benign,1,1,1,1,95
2024-12-02,25.169.111.91,192.168.1.23,UDP,allowed,suspicious,1,1,1,1,100
2024-08-19,96.196.42.139,192.168.1.132,TCP,allowed,suspicious,1,1,1,1,95
2024-12-02,166.19.156.163,192.168.1.26,UDP,blocked,malicious,1,1,1,1,95
2024-08-10,164.29.7.190,192.168.1.36,SSH,blocked,benign,1,1,1,1,90
2024-02-02,69.180.240.175,192.168.1.213,FTP,blocked,benign,1,1,1,1,95
2024-08-07,21.219.60.222,192.168.1.68,HTTP,blocked,benign,1,1,1,1,95
2024-12-10,207.41.179.109,192.168.1.26,UDP,allowed,suspicious,1,1,1,1,95
2024-01-06,103.172.167.96,192.168.1.168,HTTPS,allowed,malicious,1,1,1,1,90
2024-01-17,207.12.187.118,192.168.1.215,TCP,allowed,malicious,1,1,1,1,95
2024-06-30,68.36.64.191,192.168.1.1,HTTPS,allowed,malicious,1,1,1,1,90
2024-01-12,62.225.146.243,192.168.1.43,FTP,blocked,benign,1,1,1,1,90
2024-04-10,19.182.162.16,192.168.1.52,SSH,allowed,benign,1,1,1,1,95
2024-06-30,62.225.146.243,192.168.1.51,HTTP,blocked,benign,1,1,1,1,90
2024-05-04,49.138.115.36,192.168.1.111,SSH,blocked,malicious,1,1,1,1,95
2024-01-27,109.47.72.119,192.168.1.237,TCP,allowed,benign,1,1,1,1,95
2024-12-27,59.18.232.9,192.168.1.243,HTTP,allowed,malicious,1,1,1,1,95
2024-01-05,7.144.51.184,192.168.1.145,SSH,blocked,benign,1,1,1,1,95
2024-12-28,57.115.151.72,192.168.1.37,HTTPS,blocked,suspicious,1,1,1,1,90
2024-11-22,49.138.115.36,192.168.1.36,HTTPS,blocked,suspicious,1,1,1,1,90
2024-02-24,192.168.1.128,192.168.1.156,SSH,blocked,malicious,1,1,1,1,90
2024-04-04,30.175.227.138,192.168.1.80,FTP,blocked,benign,1,1,1,1,90
2024-10-24,59.151.57.2,192.168.1.33,HTTPS,blocked,suspicious,1,1,1,1,95
2024-11-07,44.137.187.63,192.168.1.95,SSH,blocked,benign,1,1,1,1,95
2024-12-22,207.79.62.15,192.168.1.22,SSH,allowed,benign,1,1,1,1,90
2024-11-29,122.63.201.122,192.168.1.191,SSH,allowed,benign,1,1,1,1,90
2024-10-31,216.197.199.15,192.168.1.73,HTTP,blocked,benign,1,1,0,1,75
2024-08-28,207.105.49.25,192.168.1.183,UDP,blocked,suspicious,1,1,1,1,95
2024-10-29,221.93.148.50,192.168.1.177,HTTPS,allowed,suspicious,1,1,1,1,95
2024-06-30,109.47.72.119,192.168.1.62,UDP,blocked,benign,1,1,1,1,90
2024-01-01,242.3.175.185,192.168.1.56,TCP,blocked,suspicious,1,1,1,1,95
2024-11-16,130.156.51.40,192.168.1.150,TCP,blocked,suspicious,1,1,1,1,90
2024-01-21,64.224.237.20,192.168.1.205,HTTP,allowed,suspicious,1,1,1,1,95
2024-06-19,245.200.237.136,192.168.1.5,HTTPS,blocked,suspicious,1,1,1,1,100
2024-09-14,56.60.130.155,192.168.1.80,FTP,allowed,benign,1,1,1,1,95
2024-01-16,57.115.151.72,192.168.1.252,TCP,blocked,benign,1,1,0,1,75
2024-03-30,236.1.154.83,192.168.1.214,TCP,allowed,malicious,1,1,1,1,95
2024-07-21,235.165.118.37,192.168.1.14,SSH,blocked,suspicious,1,1,1,1,100
2024-06-29,68.36.64.191,192.168.1.173,ICMP,blocked,suspicious,1,1,1,1,95
2024-07-04,68.36.64.191,192.168.1.154,TCP,allowed,suspicious,1,1,1,1,100
2024-04-21,42.119.98.70,192.168.1.210,HTTP,blocked,suspicious,1,1,1,1,100
2024-08-05,68.36.64.191,192.168.1.163,ICMP,allowed,benign,1,1,0,1,75
2024-04-16,44.137.187.63,192.168.1.163,TCP,allowed,benign,1,1,1,1,95
2024-11-04,56.60.130.155,192.168.1.57,ICMP,allowed,suspicious,1,1,1,1,95
2024-03-17,192.168.1.228,192.168.1.246,ICMP,allowed,suspicious,1,1,1,1,90
2024-05-25,235.165.118.37,192.168.1.112,HTTP,allowed,suspicious,1,1,1,1,100
2024-10-31,192.168.1.63,192.168.1.192,ICMP,blocked,suspicious,1,1,1,1,90
2024-04-27,24.238.193.218,192.168.1.246,UDP,allowed,suspicious,1,1,1,1,95
2024-10-20,252.166.26.16,192.168.1.29,HTTPS,blocked,suspicious,1,1,1,1,95
2024-03-24,161.41.203.175,192.168.1.20,HTTPS,allowed,malicious,1,1,1,1,95
2024-09-06,236.1.154.83,192.168.1.76,HTTPS,blocked,suspicious,1,1,1,1,90
2024-01-30,245.200.237.136,192.168.1.68,TCP,allowed,suspicious,1,1,1,1,95
2024-12-19,41.117.1.245,192.168.1.144,UDP,allowed,suspicious,1,1,1,1,95
2024-12-10,161.77.216.164,192.168.1.220,ICMP,blocked,suspicious,1,1,1,1,95
2024-09-06,88.29.76.112,192.168.1.119,UDP,allowed,malicious,1,1,1,1,95
2024-03-10,62.225.146.243,192.168.1.29,ICMP,allowed,benign,1,1,1,1,95
2024-04-07,138.32.250.237,192.168.1.197,TCP,allowed,suspicious,1,1,1,1,95
2024-05-29,26.98.72.117,192.168.1.250,HTTPS,blocked,malicious,1,1,1,1,95
2024-05-15,139.215.4.249,192.168.1.65,ICMP,blocked,malicious,1,1,1,1,95
2024-08-06,246.196.87.27,192.168.1.242,HTTPS,allowed,malicious,1,1,1,1,90
2024-02-12,114.207.221.220,192.168.1.51,HTTP,allowed,malicious,1,1,1,1,90
2024-12-05,103.93.57.36,192.168.1.58,SSH,allowed,benign,1,1,1,1,95
2024-05-19,161.41.203.175,192.168.1.80,HTTP,allowed,malicious,1,1,1,1,90
2024-09-03,236.1.154.83,192.168.1.220,HTTPS,blocked,benign,1,1,1,1,90
2024-05-03,109.106.120.222,192.168.1.70,SSH,allowed,benign,1,1,1,1,95
2024-01-24,103.93.57.36,192.168.1.91,TCP,blocked,suspicious,1,1,1,1,95
2024-12-25,114.207.221.220,192.168.1.127,SSH,blocked,malicious,1,1,1,1,95
2024-01-23,192.168.1.66,192.168.1.17,ICMP,allowed,suspicious,1,1,1,1,95
2024-03-10,41.117.1.245,192.168.1.121,HTTP,allowed,suspicious,1,1,1,1,95
2024-02-01,163.214.94.42,192.168.1.73,ICMP,blocked,suspicious,1,1,1,1,90
2024-08-29,138.32.250.237,192.168.1.68,HTTP,blocked,benign,1,1,1,1,100
2024-04-14,55.234.242.146,192.168.1.15,HTTPS,blocked,malicious,1,1,1,1,95
2024-01-28,254.237.164.177,192.168.1.70,SSH,allowed,benign,1,1,1,1,95
2024-12-14,44.137.187.63,192.168.1.38,UDP,blocked,benign,1,1,1,1,95
2024-04-13,122.63.201.122,192.168.1.22,SSH,blocked,suspicious,1,1,1,1,90
2024-04-18,88.72.40.56,192.168.1.61,SSH,blocked,benign,1,1,1,1,95
2024-06-17,65.249.142.221,192.168.1.132,HTTPS,blocked,suspicious,1,1,1,1,90
2024-03-14,181.18.12.170,192.168.1.10,HTTP,blocked,malicious,1,1,1,1,95
2024-03-10,109.106.120.222,192.168.1.36,HTTP,allowed,suspicious,1,1,1,1,90
2024-10-28,21.22.188.125,192.168.1.191,SSH,blocked,malicious,1,1,1,1,90
2024-10-14,164.29.7.190,192.168.1.66,UDP,allowed,malicious,1,1,1,1,90
2024-11-08,43.68.136.224,192.168.1.241,TCP,blocked,suspicious,1,1,1,1,95
2024-01-02,30.175.227.138,192.168.1.16,HTTPS,blocked,benign,1,1,1,1,95
2024-12-03,44.137.187.63,192.168.1.195,HTTPS,blocked,benign,1,1,0,1,75
2024-01-27,122.63.201.122,192.168.1.240,UDP,blocked,suspicious,1,1,1,1,95
2024-05-18,141.26.13.167,192.168.1.33,HTTP,blocked,suspicious,1,1,1,1,90
2024-06-30,7.144.51.184,192.168.1.245,ICMP,blocked,malicious,1,1,1,1,90
2024-11-26,13.221.29.40,192.168.1.165,SSH,allowed,benign,1,1,1,1,90
2024-01-08,164.29.7.190,192.168.1.169,TCP,allowed,suspicious,1,1,1,1,95
2024-12-08,209.18.251.195,192.168.1.197,HTTP,allowed,suspicious,1,1,1,1,90
2024-04-07,192.168.1.19,192.168.1.16,SSH,allowed,benign,1,1,1,1,90
2024-01-27,143.57.176.84,192.168.1.211,HTTP,allowed,suspicious,1,1,1,1,95
2024-10-27,31.64.58.17,192.168.1.226,HTTPS,allowed,suspicious,1,1,1,1,100
2024-01-01,93.225.253.213,192.168.1.68,TCP,allowed,suspicious,1,1,1,1,95
2024-09-16,103.93.57.36,192.168.1.174,HTTP,blocked,suspicious,1,1,1,1,95
2024-12-29,242.3.175.185,192.168.1.20,ICMP,allowed,malicious,1,1,1,1,95
2024-03-09,245.200.237.136,192.168.1.7,FTP,allowed,benign,1,1,1,1,95
2024-06-20,114.207.221.220,192.168.1.37,UDP,allowed,malicious,1,1,1,1,95
2024-06-15,59.211.9.207,192.168.1.163,HTTP,blocked,benign,1,1,1,1,95
2024-07-02,95.91.54.172,192.168.1.142,SSH,allowed,benign,1,1,1,1,90
2024-10-04,87.6.151.142,192.168.1.147,HTTP,allowed,malicious,1,1,1,1,95
2024-10-22,68.36.64.191,192.168.1.13,SSH,allowed,benign,1,1,1,1,90
2024-07-12,207.41.179.109,192.168.1.194,SSH,allowed,suspicious,1,1,1,1,90
2024-03-20,109.9.8.24,192.168.1.128,UDP,allowed,malicious,1,1,1,1,95
2024-10-31,169.122.243.141,192.168.1.242,FTP,blocked,benign,1,1,1,1,90
2024-11-24,7.144.51.184,192.168.1.176,SSH,blocked,benign,1,1,1,1,95
2024-11-28,81.103.69.17,192.168.1.161,UDP,allowed,malicious,1,1,1,1,90
2024-01-04,166.19.156.163,192.168.1.85,ICMP,allowed,suspicious,1,1,1,1,95
2024-11-28,221.93.148.50,192.168.1.7,HTTPS,allowed,malicious,1,1,1,1,100
2024-05-30,236.1.154.83,192.168.1.189,HTTPS,allowed,suspicious,1,1,1,1,90
2024-06-10,221.85.19.132,192.168.1.65,ICMP,blocked,suspicious,1,1,1,1,95
2024-03-24,21.22.188.125,192.168.1.245,HTTPS,allowed,benign,1,1,1,1,100
2024-03-23,109.47.72.119,192.168.1.72,SSH,blocked,benign,1,1,1,1,90
2024-12-02,103.93.57.36,192.168.1.199,HTTPS,blocked,benign,1,1,1,1,100
2024-07-03,177.52.183.80,192.168.1.250,HTTPS,allowed,benign,1,1,1,1,95
2024-11-04,137.197.33.33,192.168.1.245,HTTP,allowed,suspicious,1,1,1,1,100
2024-06-25,19.182.162.16,192.168.1.185,FTP,allowed,malicious,1,1,1,1,90
2024-11-09,229.140.23.152,192.168.1.245,HTTP,blocked,malicious,1,1,1,1,90
2024-03-23,192.168.1.123,192.168.1.88,SSH,allowed,malicious,1,1,1,1,90
2024-12-30,242.3.175.185,192.168.1.130,HTTP,allowed,malicious,1,1,1,1,95
2024-01-25,62.225.146.243,192.168.1.95,HTTP,blocked,malicious,1,1,1,1,100
2024-01-06,189.27.174.190,192.168.1.4,HTTP,allowed,suspicious,1,1,1,1,95
2024-03-30,221.93.148.50,192.168.1.59,TCP,allowed,suspicious,1,1,1,1,95
2024-10-04,59.198.75.253,192.168.1.254,HTTP,allowed,suspicious,1,1,1,1,95
2024-11-23,126.5.29.238,192.168.1.63,SSH,blocked,benign,1,1,1,1,95
2024-01-28,246.196.87.27,192.168.1.13,HTTPS,blocked,benign,1,1,1,1,95
2024-08-26,68.36.64.191,192.168.1.22,SSH,allowed,benign,1,1,1,1,95
2024-07-28,69.180.240.175,192.168.1.249,HTTPS,blocked,suspicious,1,1,1,1,95
2024-11-29,189.27.174.190,192.168.1.239,UDP,allowed,benign,1,1,1,1,95
2024-08-30,114.207.221.220,192.168.1.87,HTTP,allowed,malicious,1,1,1,1,90
2024-05-27,41.117.1.245,192.168.1.23,FTP,blocked,suspicious,1,1,1,1,90
2024-12-10,93.225.253.213,192.168.1.77,SSH,blocked,suspicious,1,1,1,1,100
2024-10-22,21.219.60.222,192.168.1.238,SSH,blocked,malicious,1,1,1,1,90
2024-02-27,59.18.232.9,192.168.1.237,TCP,allowed,suspicious,1,1,1,1,90
2024-12-15,216.197.199.15,192.168.1.61,HTTP,allowed,benign,1,1,1,1,95
2024-12-01,88.29.76.112,192.168.1.38,HTTP,blocked,benign,1,1,1,1,90
2024-06-19,57.115.151.72,192.168.1.117,FTP,allowed,suspicious,1,1,1,1,95
2024-05-23,30.175.227.138,192.168.1.10,TCP,blocked,suspicious,1,1,1,1,100
2024-07-20,109.106.120.222,192.168.1.3,SSH,blocked,benign,1,1,1,1,95
2024-10-28,68.36.64.191,192.168.1.93,HTTP,blocked,benign,1,1,1,1,100
2024-03-23,87.6.151.142,192.168.1.171,FTP,allowed,suspicious,1,1,1,1,100
2024-08-10,57.115.151.72,192.168.1.28,HTTPS,blocked,suspicious,1,1,1,1,95
2024-10-31,30.175.227.138,192.168.1.183,HTTP,blocked,benign,1,1,1,1,95
2024-11-13,236.1.154.83,192.168.1.42,HTTPS,blocked,benign,1,1,1,1,90
2024-09-30,103.93.57.36,192.168.1.159,TCP,allowed,benign,1,1,1,1,95
2024-12-10,156.109.247.55,192.168.1.38,UDP,blocked,malicious,1,1,1,1,95
2024-04-02,7.144.51.184,192.168.1.39,TCP,blocked,malicious,1,1,1,1,95
2024-03-17,192.168.1.184,192.168.1.180,ICMP,blocked,suspicious,1,1,1,1,95
2024-11-04,236.1.154.83,192.168.1.12,TCP,allowed,benign,1,1,0,1,75
2024-05-31,30.175.227.138,192.168.1.243,HTTPS,blocked,benign,1,1,1,1,95
2024-04-11,25.169.111.91,192.168.1.88,HTTPS,blocked,malicious,1,1,1,1,90
2024-12-09,238.139.194.187,192.168.1.114,UDP,allowed,suspicious,1,1,1,1,95
2024-12-03,221.85.19.132,192.168.1.45,HTTP,allowed,suspicious,1,1,1,1,100
2024-11-28,88.29.76.112,192.168.1.202,HTTP,blocked,malicious,1,1,1,1,95
2024-02-28,68.36.64.191,192.168.1.168,UDP,blocked,malicious,1,1,1,1,90
2024-02-19,64.224.237.20,192.168.1.193,TCP,blocked,malicious,1,1,1,1,95
2024-08-07,24.238.193.218,192.168.1.29,UDP,allowed,suspicious,1,1,1,1,100
2024-03-04,109.47.72.119,192.168.1.223,UDP,allowed,suspicious,1,1,1,1,90
2024-01-02,25.169.111.91,192.168.1.153,HTTP,blocked,suspicious,1,1,1,1,95
2024-01-07,192.168.1.194,192.168.1.49,ICMP,allowed,suspicious,1,1,1,1,90
2024-11-14,88.29.76.112,192.168.1.4,UDP,allowed,suspicious,1,1,1,1,90
2024-06-08,139.215.4.249,192.168.1.172,HTTPS,allowed,benign,1,1,1,1,95
2024-10-04,57.115.151.72,192.168.1.238,SSH,blocked,suspicious,1,1,1,1,95
2024-01-18,181.18.12.170,192.168.1.186,HTTP,allowed,suspicious,1,1,1,1,90
2024-09-05,62.225.146.243,192.168.1.237,HTTP,allowed,benign,1,1,1,1,90
2024-06-11,216.197.199.15,192.168.1.26,HTTPS,allowed,malicious,1,1,1,1,90
2024-09-18,59.18.232.9,192.168.1.32,TCP,allowed,malicious,1,1,1,1,95
2024-03-01,30.175.227.138,192.168.1.6,TCP,allowed,benign,1,1,1,1,95
2024-01-25,7.144.51.184,192.168.1.156,HTTP,blocked,suspicious,1,1,1,1,95
2024-02-14,138.32.250.237,192.168.1.159,FTP,blocked,benign,1,1,1,1,95
2024-07-31,64.224.237.20,192.168.1.154,ICMP,blocked,suspicious,1,1,1,1,90
2024-06-04,24.98.25.92,192.168.1.159,FTP,blocked,suspicious,1,1,1,1,95
2024-12-28,57.115.151.72,192.168.1.2,HTTP,allowed,benign,1,1,1,1,95
2024-12-14,103.93.57.36,192.168.1.233,HTTPS,blocked,benign,1,1,1,1,95
2024-12-26,139.215.4.249,192.168.1.163,FTP,blocked,benign,1,1,1,1,95
2024-03-08,169.122.243.141,192.168.1.237,TCP,blocked,suspicious,1,1,1,1,100
2024-10-10,138.32.250.237,192.168.1.64,HTTP,allowed,suspicious,1,1,1,1,90
2024-11-25,245.200.237.136,192.168.1.228,HTTP,blocked,malicious,1,1,1,1,100
2024-05-26,57.115.151.72,192.168.1.101,HTTPS,allowed,suspicious,1,1,1,1,100
2024-08-28,44.137.187.63,192.168.1.231,TCP,allowed,benign,1,1,0,1,75
2024-12-18,161.77.216.164,192.168.1.135,SSH,blocked,suspicious,1,1,1,1,90
2024-06-24,207.105.49.25,192.168.1.163,TCP,blocked,malicious,1,1,1,1,95
2024-10-15,236.1.154.83,192.168.1.55,TCP,allowed,malicious,1,1,1,1,90
2024-12-05,109.9.8.24,192.168.1.170,SSH,blocked,malicious,1,1,1,1,90
2024-01-19,208.223.2.195,192.168.1.99,TCP,allowed,suspicious,1,1,1,1,95
2024-04-26,209.18.251.195,192.168.1.237,HTTPS,blocked,benign,1,1,1,1,100
2024-09-03,97.21.142.76,192.168.1.160,UDP,allowed,suspicious,1,1,1,1,95
2024-02-13,225.184.81.55,192.168.1.27,HTTPS,allowed,suspicious,1,1,1,1,95
2024-04-23,97.21.142.76,192.168.1.119,ICMP,blocked,suspicious,1,1,1,1,90
2024-03-24,88.72.40.56,192.168.1.35,SSH,blocked,benign,1,1,1,1,95
2024-11-20,246.196.87.27,192.168.1.54,HTTP,allowed,suspicious,1,1,1,1,90
2024-03-08,88.29.76.112,192.168.1.61,TCP,blocked,benign,1,1,1,1,90
2024-03-23,98.153.120.136,192.168.1.62,HTTPS,allowed,suspicious,1,1,1,1,95
2024-10-03,109.9.8.24,192.168.1.49,HTTPS,allowed,suspicious,1,1,1,1,95
2024-09-26,65.249.142.221,192.168.1.243,HTTP,allowed,suspicious,1,1,1,1,90
2024-11-04,104.187.87.205,192.168.1.114,HTTP,allowed,benign,1,1,1,1,100
2024-09-29,192.168.1.38,192.168.1.237,HTTP,allowed,benign,1,1,1,1,95
2024-02-14,169.122.243.141,192.168.1.193,HTTPS,blocked,suspicious,1,1,1,1,100
2024-01-22,192.168.1.21,192.168.1.28,FTP,allowed,suspicious,1,1,1,1,95
2024-01-03,44.137.187.63,192.168.1.44,HTTPS,blocked,benign,1,1,0,1,75
2024-01-28,41.117.1.245,192.168.1.68,HTTPS,blocked,benign,1,1,1,1,100
2024-02-22,192.168.1.56,192.168.1.226,ICMP,blocked,suspicious,1,1,1,1,95
2024-06-09,192.168.1.96,192.168.1.140,FTP,allowed,suspicious,1,1,1,1,95
2024-11-24,216.197.199.15,192.168.1.75,HTTPS,blocked,malicious,1,1,1,1,95
2024-11-10,192.168.1.28,192.168.1.162,SSH,allowed,malicious,1,1,1,1,90
2024-11-03,44.137.187.63,192.168.1.88,UDP,allowed,suspicious,1,1,1,1,95
2024-03-03,62.225.146.243,192.168.1.201,HTTPS,allowed,suspicious,1,1,1,1,100
2024-09-05,68.36.64.191,192.168.1.231,TCP,allowed,suspicious,1,1,1,1,95
2024-09-22,65.249.142.221,192.168.1.135,HTTPS,blocked,suspicious,1,1,1,1,95
2024-09-26,64.224.237.20,192.168.1.22,HTTPS,allowed,malicious,1,1,1,1,90
2024-08-10,41.117.1.245,192.168.1.61,FTP,allowed,suspicious,1,1,1,1,100
2024-08-21,61.72.172.125,192.168.1.226,TCP,allowed,suspicious,1,1,1,1,90
2024-11-02,207.79.62.15,192.168.1.132,HTTP,blocked,suspicious,1,1,1,1,95
2024-12-05,131.127.24.194,192.168.1.75,HTTPS,allowed,suspicious,1,1,1,1,95
2024-07-21,254.237.164.177,192.168.1.197,TCP,blocked,suspicious,1,1,1,1,90
